,pi_AZ,pi_TXMXSA,DXY,PnPs
D8B26_002296,0.000772747441208874,0.0012204424103737605,0.0015099167744207454,0.24994445276930854
D8B26_002297,0.0006842904570177295,0.0005191777919050646,0.0006478036224025529,0.12308401829040264
D8B26_002299,0.001188354129530608,0.0016776764181608464,0.0017054320941965965,0.8547021538553545
D8B26_002300,0.0003113068752422732,0.00042744828639035206,0.00035471023765585924,0.0
D8B26_002301,0.0003400204012240727,0.0009809073392888414,0.0008706583001040669,0.6461538461537439
D8B26_002302,0.0013917792822458301,0.0020898641588296745,0.0019471738538675658,
D8B26_002303,0.0011707749264310457,0.0012910166756320597,0.0012955872684379472,0.33211738490785747
D8B26_002304,0.0003289194465665045,0.0,0.00017507002801120448,
D8B26_002305,0.000702062873272817,0.0015767430401576745,0.0012801375785593864,0.21539899180407013
D8B26_002306,0.001299525256776885,0.0009118710036141234,0.0012699718582071524,0.1762661219013508
D8B26_002307,0.001082326816046422,0.0014535072350918183,0.0014415473541308029,0.2028990380601285
D8B26_002308,0.0005819470051131868,0.001018763969021259,0.0008606904480176602,0.9934224786789392
D8B26_002309,0.0013655944471452645,0.0015495867768595033,0.0017850631988332523,0.426039898132403
D8B26_002310,0.005674104748533688,0.00679578864023053,0.006381443097870159,0.5976588144769106
D8B26_002311,0.0027754271411349306,0.0009446191642504868,0.0023983146977799383,0.6925562927883461
D8B26_002312,0.0007282381178722665,0.0008776287464812056,0.0008632613502430282,
D8B26_002313,0.0007979560810862109,0.0005899705014749261,0.0007460077085272296,0.4574482080208948
D8B26_002314,0.0008314423090572448,0.0007860171682697273,0.000912558631892099,0.32823950885220265
D8B26_002315,0.0015995146300432808,0.001125175808720113,0.0013312574742209888,
D8B26_002317,0.0020417359540928453,0.0026845637583892633,0.002895117778655086,
D8B26_002318,0.002198759738553725,0.001364639775235802,0.0023963829963050843,
D8B26_002319,0.0007623403849818946,0.0004439511653718091,0.0007656377049861414,0.09461204366708369
D8B26_002321,0.0006488756754205847,0.0005251066622907781,0.000645121849199148,0.9684031143489582
D8B26_002322,0.0003162555344718531,0.0,0.00015812776723592663,
D8B26_002323,0.0012959786544692205,0.0005946255002858776,0.0014159351562237244,0.15168103821301165
D8B26_002324,0.00022960003673600603,0.0009083812362500894,0.0007994255824535477,
D8B26_002325,0.0013694749960128279,0.0010473222008978839,0.0017115921882570285,0.34227051770500244
D8B26_002326,0.0010433892432475064,0.0001825483753194597,0.0006523419882739515,1.7784291680049549
D8B26_002327,,0.0008330729980214521,,1.5608860585929756
D8B26_002328,0.00132254395523221,0.0003948277563912744,0.001136097514714108,
D8B26_002329,0.0022578728461081343,0.0014190687361419062,0.0025607582279031345,0.0824496015484841
D8B26_002330,0.0011347441687999007,0.0002734107997265892,0.0011749516393479242,0.4553866738024035
D8B26_002331,0.0010961361723888893,0.0008764897653786544,0.001153772395602461,0.3170898638011886
D8B26_002332,0.0015621106702700639,0.001508169250104734,0.0015422591323919596,0.0
D8B26_002333,0.001989240651612218,0.0009746591679727606,0.0018317971318266913,0.27191835724618285
D8B26_002334,,0.0010567210567210572,,0.0
D8B26_002335,0.0015267419646211545,0.003206957467047153,0.003848828565262224,0.2443208430912957
D8B26_002338,0.0008629003603877939,0.0026191563880006087,0.001962870888702091,0.07767939730972359
D8B26_002340,0.0012674312989633294,0.001075449504284995,0.0012454654185653424,
D8B26_002341,0.0024131436451081084,0.0010672765389746525,0.0020417829796298163,
D8B26_002342,0.0008653451211682524,0.0009762050030506403,0.0010707150462381414,0.640545740773009
D8B26_002343,0.0006776314757757044,0.00202020202020202,0.001403158666063828,0.13043774650628034
D8B26_002344,0.0020747734359063902,0.0032520325203252037,0.002989771833202203,
D8B26_002345,0.004710132096185825,0.0036102948043148643,0.004394557102769101,
D8B26_002346,0.0016976934053291157,0.0024673384930544483,0.0024817561379147338,inf
D8B26_002347,0.0013600658500820299,0.003224909646927995,0.0028577736348918215,
D8B26_002348,0.0019947372888549334,0.001594896331738437,0.002536421267071422,1.5184329664222376
D8B26_002349,0.0004767820810601578,0.0003673094582185488,0.0004429319937341328,0.1628774534804554
D8B26_002350,0.0012375758982093755,0.00200196833799057,0.00195392842451666,0.7855336212213015
D8B26_002351,0.0008772415422031845,0.0015217106126197027,0.0011922124221589463,0.3511627010141723
D8B26_002352,0.0007686331977706636,0.0006071073428586378,0.0007896705549860076,0.1849169644059509
D8B26_002353,0.0009037023261480536,0.0007911753518448084,0.0009814354443510454,0.5670125131198405
D8B26_002354,0.001065317464604461,0.0014998469543924073,0.0014719386377140388,
D8B26_002355,0.0007043873267782181,0.0009286412512218961,0.0008265769650968892,0.0
D8B26_002356,0.0006779951460017856,0.0007219530730502518,0.0006928961382216038,1.1981463427661152
D8B26_002357,0.0005340413195398067,0.0008056394763343408,0.0008522222401731909,0.24037369266319722
D8B26_002358,0.000790981807359228,0.0012894906511927797,0.0014995897348838525,0.299996517742034
D8B26_002359,6.205013651030034e-05,0.00019179133103183733,0.00012692073377106885,inf
D8B26_002360,0.0009565140131385244,0.0003398470688190314,0.0006892731604111484,0.21799095192463033
D8B26_002361,0.0008295915220710489,0.000935941695435366,0.0010413141090728582,0.055053666385404446
D8B26_002362,0.000609031491384431,0.0010955710955710954,0.001002673796791444,0.12365470852015117
D8B26_002363,0.00046601267955546845,0.0006047266502145446,0.000630470982035163,0.3845812317020464
D8B26_002364,0.00015561780267662619,0.0,7.78089013383131e-05,inf
D8B26_002365,0.0006467591058949738,0.0018771788683293101,0.0018140804189737036,inf
D8B26_002366,0.0007430399587262308,0.000505050505050505,0.0006047873694932518,0.3195497537715275
D8B26_002367,0.0001607200257152042,0.0008941877794336814,0.0005479091785745595,inf
D8B26_002368,0.0007003518841173852,0.00025964264972156743,0.0005209934747702504,0.14677415696475585
D8B26_002369,0.0006189794603424374,8.707767328456983e-05,0.0003675190034216403,0.9730593285040673
D8B26_002371,9.119927040583675e-05,0.0,4.5599635202918376e-05,
D8B26_002372,0.0005244438084953944,0.0007967789785971613,0.0007117659524076636,0.9586828130425408
D8B26_002373,0.0005631455571020471,0.00031133250311332503,0.00047691866285742195,
D8B26_002374,,0.0009347203377054128,,0.546345209432607
D8B26_002375,0.0010764007021563837,0.0011172079687577236,0.0012094190865944065,0.13023643495322315
D8B26_002376,0.0007662835249042113,0.0008359456635318706,0.0007732497387669801,0.25123036260500936
D8B26_002377,0.0007044200126617243,8.268221092232006e-05,0.0005362184561285758,
D8B26_002378,0.002394578245971428,,,0.27749163296316876
D8B26_002379,0.0012948962239023108,0.00027864855451062355,0.0010859098080193415,0.12933562382643207
D8B26_002380,0.0007932980650217662,0.0,0.0004205435525416601,0.43718600780792605
D8B26_002381,0.000881939948149396,0.0008153281695882596,0.0008433051165839348,0.15087584215589134
D8B26_002382,0.000542792690102283,0.0002952792234156425,0.0005558197146647387,0.20059033754307315
D8B26_002383,0.0004181246011311382,0.00044893378226711577,0.00043793050328998044,
D8B26_002384,0.0,0.0003189792663476874,0.0001594896331738437,inf
D8B26_002385,0.0,0.0,0.0,inf
D8B26_002386,0.00116181013694658,0.00020826824950536288,0.0008728889868974769,inf
D8B26_002387,0.00041245691618517136,0.00034144259496372164,0.0004608757715634269,0.1636815224235348
D8B26_002388,0.0006472947649418278,0.0006426006426006431,0.0007634125281184104,
D8B26_002389,0.0008958170560818972,0.00039611804317686653,0.0006640802488553354,1.4460272103037908
D8B26_002390,0.0,0.001913875598086125,0.0012591286829513977,
D8B26_002391,0.000642013353877759,0.0008989638857279752,0.0007655581786503549,0.0
D8B26_002392,0.0005424245841859061,0.0003884365429147682,0.0005646390923591369,
D8B26_002393,0.00029942781216519095,0.0,0.0001543924656476764,0.0
D8B26_002394,,0.0014203629648913902,,0.7039575588598225
D8B26_002395,0.0010379684054939277,0.001177059854745805,0.0013893799443143147,0.23743842364527912
D8B26_002396,0.0,0.0006734006734006732,0.0003367003367003367,
D8B26_002397,0.003082775810048543,0.003384494293585206,0.003397226659258745,1.2792381974245657
D8B26_002398,0.0014319037391163842,0.0008566227647499729,0.0012124991339291901,0.37871697216515154
D8B26_002399,0.0006929933796266977,0.0006132367811592785,0.0007526349418326876,
D8B26_002400,0.0012929164299036778,0.0007385353920007393,0.001503544019560327,
D8B26_002401,0.0011378047985069785,0.000552845106388874,0.000989113371536508,0.2659925419665022
D8B26_002402,0.0012728593120750055,0.000808080808080808,0.0009982174688057041,0.0802624985545111
D8B26_002403,0.001187023385824526,0.0008958566629339306,0.0011457703309359986,0.234025782210395
D8B26_002404,0.002213540464073851,0.0021981472758674813,0.002387483490805649,0.15753424657531082
D8B26_002405,0.000985464400098547,0.0004927322000492733,0.0007246061765430489,0.22316384180787507
D8B26_002406,0.000773528252692399,0.0004977910522058363,0.0006405399568825104,0.6455449067175286
D8B26_002407,0.0007269540624782156,0.0,0.00038339358089604556,0.6900434610824739
D8B26_002408,0.0007763913646266643,0.0010851370851370844,0.0011000763941940413,
D8B26_002410,0.000119560019129603,0.00036954915003695497,0.000244554584583279,inf
D8B26_002411,0.0027266125305340943,0.0020202020202020206,0.0022875816993464053,1.4058259015119163
D8B26_002412,0.0011668735983804512,,,0.30113944655447
D8B26_002413,0.0013027536429824579,0.0015717092337917485,0.0014743529131602633,0.2491865769506019
D8B26_002414,0.0007025189836846586,0.0007923269391159302,0.0007696364617573469,0.2671231025629129
D8B26_002415,0.0013071895424836648,0.002133333333333333,0.0018181818181818182,inf
D8B26_002416,0.001402328608210957,0.001875901875901876,0.0019549486461251167,0.22330092478299388
D8B26_002417,0.00032226552665236627,0.0,0.00016616816218012627,inf
D8B26_002418,0.0016652594051974735,0.0,0.0009029927760577915,inf
D8B26_002419,0.0012386523462472893,0.0003835826620636747,0.0008447343441116791,0.46036435253559
D8B26_002420,0.0020982938629997274,0.0009696969696969693,0.001976063152533741,
D8B26_002421,0.00150740640555243,0.0017922414809574338,0.0016507487324607948,0.21359965165111172
D8B26_002422,0.0010636606328404173,0.0004780196329492106,0.0007920966081695162,0.35532885129404
D8B26_002423,0.003439096850861568,0.0027878787878787867,0.0030303030303030303,2.391913155707598
D8B26_002424,0.0012538081513529713,0.0012610808204443454,0.0012828988277184693,0.28465075236851767
D8B26_002425,0.0008208386153569746,0.0013211130377342908,0.0011341172584961655,0.34636468551639454
D8B26_002426,0.0015051455424743834,0.0013240335737084766,0.0014626491334209532,
D8B26_002427,0.0012568136609057215,0.001317523056653492,0.0015325893203131055,0.597160965123511
D8B26_002428,0.0007003388948964921,0.0006379585326953754,0.0006678319779183393,0.4709028235412567
D8B26_002429,0.001358583690056432,0.0007741650077416496,0.0011238403788854626,0.11508497824641216
D8B26_002430,0.0011251935754020047,0.0008112622285850632,0.0010421491431218156,
D8B26_002431,0.0015950353205255324,0.001077441077441077,0.0012834224598930481,0.05151931855076563
D8B26_002432,0.0017059234595305668,0.0007623403849818944,0.0013929528357941232,0.9412481716234367
D8B26_002433,0.0002586893343195865,0.0,0.00013338668800853674,0.0
D8B26_002434,0.0017084480488162503,0.001172025599506516,0.0014468891882452727,1.1641021026423617
D8B26_002435,0.0007087721897222948,0.001773835920177383,0.0014673275074996738,inf
D8B26_002436,0.0008621392704437709,0.0010695187165775406,0.0010427224960096932,
D8B26_002437,0.00017352073572791948,0.0005363368195226602,0.0003538848694558037,inf
D8B26_002438,0.0013848349915844633,0.0010624169986719783,0.0013173686714816313,0.31526915736800926
D8B26_002439,0.0010651913766100587,0.0005092946269416858,0.0008438312936582833,0.5286322306054207
D8B26_002440,0.0020275798285449924,0.0016932070147147745,0.002493962713083621,1.5943754027864434
D8B26_002441,0.00024715768660405293,0.0002546473134708429,0.00025090250003744814,0.16386554621846372
D8B26_002442,0.0009566250742721345,0.0,0.0004901960784313725,inf
D8B26_002443,0.0015298752576654929,,,0.12330055579305102
D8B26_002444,0.0,0.0,0.0,inf
D8B26_002445,0.0005192358133534603,0.0009100009100009092,0.0009608539020303726,0.16194062915371968
D8B26_002446,9.077705156136529e-05,0.0,4.538852578068264e-05,inf
D8B26_002447,0.00035429191439421585,0.0005270092226613964,0.0005591169274033724,0.3322934610115264
D8B26_002448,0.0009174252846109445,0.0009946796206338183,0.0010766624484630772,
D8B26_002449,0.0010431108470324154,0.0010981610981610984,0.0012508188978777215,0.27378098242447135
D8B26_002450,0.0002837860607834268,0.0009045680687471734,0.000598611221965041,0.0
D8B26_002451,0.000789406671759611,0.00043290043290043274,0.0005856888209829386,0.57915804419727
D8B26_002452,0.00040421135723783255,0.0008456659619450313,0.0007227876487838537,0.322202065494961
D8B26_002453,0.0008819621984303387,0.0004807996457265767,0.0007870675315106115,0.9336856904808973
D8B26_002454,0.00023233713843841315,0.0011489300588826648,0.0007624333662805924,0.4821913300978073
D8B26_002455,0.0010780069603598987,0.0008225108225108229,0.001063152533740769,
D8B26_002456,0.0009171297752612661,0.001055258467023173,0.0009520813673062808,0.31824855341561165
D8B26_002457,0.0005124384209351529,0.0,0.00025936300446104365,0.9952312055094463
D8B26_002458,0.00029347131476326787,0.0001859081613682841,0.00024332097590848943,inf
D8B26_002459,0.00159380200548755,0.0015171907500305887,0.0024110953570220454,0.2542476566353704
D8B26_002460,0.0007620236932300767,0.0,0.000387725711753628,1.2482276414839304
D8B26_002461,0.0009187841184001062,0.00015001500150014997,0.0008339069201037751,1.188089909772738
D8B26_002462,0.0007898608397848637,0.0008162808900816287,0.0009118206155323585,0.36476491722635834
D8B26_002463,0.0005092946269416862,0.0,0.00025464731347084286,0.8695759980161942
D8B26_002464,9.426847662141784e-05,0.0008158508158508161,0.00048419717537364596,inf
D8B26_002465,0.000902755208897554,0.0006696802276912774,0.0008961897164692095,0.040495110024443844
D8B26_002466,0.0005855903478569483,0.000557634455939541,0.0005800414007245127,0.31307966706295753
D8B26_002467,0.0007523142092038135,0.0010911462966257486,0.0010447516491029786,0.5197986715737957
D8B26_002468,,0.0011229119504348856,,0.19443005392700805
D8B26_002469,0.003347680535628859,0.0018723823601872387,0.003992580032752199,0.36844999175230303
D8B26_002470,0.0,0.0008941877794336814,0.0004967709885742673,
D8B26_002471,0.0006509378819278336,0.00012318305001231833,0.0004800515919597699,0.14720812182737544
D8B26_002472,0.0007961272262670582,0.0007620408406263021,0.0009385429470948944,2.882856392753626
D8B26_002473,0.000943042447969292,0.0017433215402758544,0.0014658378349032275,0.526354148446057
D8B26_002474,0.0013883317650574877,0.0017550017550017564,0.001872001872001872,0.07222991689749107
D8B26_002475,0.001973988248498043,0.0022222222222222235,0.0024262230144583086,0.8509960159360923
D8B26_002476,0.0022470555110440365,0.0023989898989898993,0.0025716726084373145,0.11931977700235419
D8B26_002477,0.0008674985145573394,0.002585858585858584,0.0018478906714200832,
D8B26_002478,0.0008029419794125611,0.001092001092001092,0.0009442597677891796,0.3091818964617828
D8B26_002479,0.0017508886287166867,0.00035861574323112785,0.0011053096972504105,0.4563879721786676
D8B26_002480,0.001819667260843727,0.004508124725516031,0.0034970740281990995,2.3059332509267447
D8B26_002481,0.0026432141484044524,0.0020499108734402856,0.002378892733564014,1.7691753126660796
D8B26_002482,0.006911260775223211,0.0024793388429752076,0.007219251336898396,0.5480060590170505
D8B26_002483,0.011774201636585754,0.0036442859972271725,0.008816539093355702,1.3896586931151678
D8B26_002484,0.0009619140280977698,0.0010101010101010099,0.0011326500297088532,0.40932042427581683
D8B26_002485,0.0007597673942900605,0.0017883755588673624,0.0017065544548668947,1.1672018348622037
D8B26_002486,0.0025810655602690157,0.0016089945234080967,0.0030292726654508363,0.701023829481376
D8B26_002487,0.002172813876351447,0.0017646132030880726,0.0032314170350667445,0.19352226119000487
D8B26_002488,0.0016367896501081928,0.0011435105774728416,0.0021819190798103116,0.5335970700498246
D8B26_002489,0.000949949751692672,0.00048732807300503586,0.001073736640185442,0.4603995671794416
D8B26_002490,0.000951460005669926,0.0008397702515349577,0.001077674088054711,0.8012835921348237
D8B26_002491,0.0027497961834486873,0.0030605053860867796,0.004235483412995126,0.46789327404104725
D8B26_002492,0.0013503068162099817,0.0006221507106462859,0.0013913208082911362,0.2701682174027866
D8B26_002493,,0.000279290601871247,,0.6576665100182605
D8B26_002494,0.0034959720322237475,0.003523608174770968,0.003689425030054305,
D8B26_002495,0.0010558804418453569,0.0009702286018075497,0.0010821580094025915,
D8B26_002496,0.0016724405686297857,0.0006689762274519167,0.001440547548609696,0.5083710915234593
D8B26_002497,0.0008488243782361407,0.0009506833036244802,0.0011184509454405648,0.13722014085577786
D8B26_002498,0.0009146583949733581,0.002817263725656276,0.0019486200588562793,0.038838088854838256
D8B26_002499,0.0026301073013875707,0.0016042780748663095,0.0037092377057774983,1.392070484581324
D8B26_002500,0.0034789497705098845,0.003074220465524813,0.003319641427058307,0.16714759774921506
D8B26_002501,0.0013483928925105357,0.0005952380952380947,0.0011233660130718953,0.0602147077363103
D8B26_002502,0.0005092946269416859,0.0007881273431512665,0.0006481931615621455,inf
D8B26_002503,0.0010474141171279976,0.0020571774315534704,0.0019661976405628313,0.44619915687692663
D8B26_002504,0.0011998065219353648,0.0007696007696007697,0.0011792595826209272,0.31605184446654194
D8B26_002505,0.0012722774437629956,0.0008674313759059519,0.0011396786072758157,
D8B26_002506,0.001118075121870195,0.0,0.0006957621758380771,0.09330718146427895
D8B26_002507,0.0012615801762446228,0.0017925736235595402,0.0024635334287364113,0.32315731573150264
D8B26_002508,0.0008185205546392959,0.0007929764939110733,0.00101121162143702,0.2339942501052841
D8B26_002509,0.0002262443438914025,0.0006993006993006993,0.0006958727546962841,0.6384579532590839
D8B26_002510,0.00026497085320614734,0.000819000819000819,0.0005419858361034831,
D8B26_002511,0.0006706998685608289,0.0017447199265381093,0.0015192027224112785,0.35814094775207467
D8B26_002512,0.0009227345799317556,0.0019473947671470957,0.001472108347174352,0.25143486123118736
D8B26_002513,0.0017079583643051246,0.0016685069316648255,0.0016887137630171687,0.6635057674614917
D8B26_002514,,0.0007101316192225281,,0.6529484890263966
D8B26_002515,0.002430257550083257,0.0016610549943883264,0.0023447987500275084,
D8B26_002516,0.0004985026895312672,0.001112210754512465,0.0009661152740468448,0.43911400377907595
D8B26_002517,0.0005449876362761908,0.0010512483574244406,0.0007846885020882083,
D8B26_002518,0.001253662384494018,0.0005747126436781606,0.0009738613313664023,0.1237491199248788
D8B26_002519,,0.002009501897198362,,
D8B26_002520,0.001273044525639678,0.001398601398601398,0.0020103886885893805,
D8B26_002521,0.00045695045695045574,0.0,0.00025676937441643325,0.6421031482310428
D8B26_002522,0.002062661468951215,0.002952602952602952,0.00279250658556715,0.14829273558085845
D8B26_002523,0.00010599995707962951,0.0006552006552006552,0.00038059449824155706,0.0
D8B26_002524,0.0005710633303994284,0.0005029548598013326,0.0005448677647847773,0.48810340434696176
D8B26_002525,0.0014636479766441737,0.0015138094854658189,0.002269609027281095,0.12351895896731896
D8B26_002529,0.008002376708258981,0.0019878787878787885,0.00572192513368984,0.23122513335484626
D8B26_002530,,0.0003546293467774181,,0.34034165571610636
D8B26_002531,0.005649397806260545,0.0011864678531345197,0.003796131247111639,0.16879281833211343
D8B26_002532,0.004153414188016267,0.00047534165181224025,0.0025718546479792156,0.41633163584375177
D8B26_002533,0.0029878618113912147,0.0017316017316017316,0.0024446142093200915,0.47550074490972555
D8B26_002534,0.002769913669567641,0.0014457809686732478,0.0022980671769599107,
D8B26_002535,0.0036182722749886938,0.00716327925192554,0.00631626438078051,1.3940298507458926
D8B26_002536,0.0008400032621485885,0.0016636957813428391,0.0012512669952116319,0.5110526455881721
D8B26_002537,0.014681675139191453,0.018099305153445284,0.015250544662309368,1.3157220305568162
D8B26_002542,0.00929232988674093,,,0.2228240135876285
D8B26_002543,0.00439569767300859,0.0049783549783549794,0.005370329950161883,0.10081553045763705
D8B26_002544,0.002359478209912131,0.0023059866962305987,0.002895526281466023,0.09368097247116584
D8B26_002545,0.003260087899795249,0.000505050505050505,0.002359929172514672,0.3810932355305144
D8B26_002546,0.0009276974399306537,0.00036777381910125287,0.0006614069602096671,0.5672161382026268
D8B26_002547,0.0020551175796779137,0.0011871290221805689,0.0016033592443537865,0.45314842578700787
D8B26_002548,0.001608153142680002,0.001251646903820817,0.0014337750910640935,1.0158248272893102
D8B26_002549,0.00020424836601307196,0.0017676767676767682,0.0023117201426024955,inf
D8B26_002550,0.0017399683673069806,0.0007988191369280197,0.001297314966622231,
D8B26_002551,0.003003003003003019,0.0020748020748020757,0.003765797883444942,0.5213788133556818
D8B26_002552,0.0007120303668675123,0.0007441594218453723,0.0008744294111333489,0.08438562408934906
D8B26_002553,0.005457626372659038,0.0059483726150392855,0.006750511652472437,
D8B26_002554,0.002307046277586026,0.0024988344988345007,0.003111202522967229,0.11227457023867043
D8B26_002555,,,,0.6338530066813945
D8B26_002556,0.0015804870817298369,0.0014389366502042555,0.0017359056298575767,
D8B26_002557,0.000941578977632108,0.0017106549364613872,0.0016854982462193087,0.06485615166274264
D8B26_002558,0.0005979317381603361,0.0015127579108621763,0.001223554192609113,0.09537734854477072
D8B26_002559,0.0014496715458469055,0.0023505012098167986,0.0020141021035675476,0.3732649039605858
D8B26_002560,0.0009247260803173327,0.0008480711552383901,0.0009079958387326386,0.6237740445603751
D8B26_002561,0.001459118361575542,0.0007415931466564381,0.0013989485322322254,0.18554354476847354
D8B26_002562,0.0007805166176206926,0.0010041240810471587,0.0008859918362180806,0.0
D8B26_002563,0.0015721125573386898,0.0007162534435261715,0.0016709569615679899,0.226483009511983
D8B26_002564,0.003182170323484271,0.0024080538270855453,0.0029044247840280444,0.18315845724370047
D8B26_002565,0.0028433265356843686,0.0024511038361453882,0.0028058818591652226,0.4095808058924762
D8B26_002566,0.0008841146696726583,0.0010187233568279721,0.0010008698128147221,0.2639007096903427
D8B26_002567,0.000988198866308597,0.0011843817215662267,0.001258633137191012,
D8B26_002568,0.00015623779392234973,0.000482916817578172,0.00031957730575026097,0.0
D8B26_002569,0.00043252595155709284,0.0008912655971479497,0.0006487889273356401,0.159566994507572
D8B26_002570,0.0016430527422388946,0.0015491324135167514,0.0019510405740782136,0.5901545860464567
D8B26_002571,0.0015788133435192227,0.0008658008658008658,0.0011713776419658773,0.6511803114011987
D8B26_002572,0.000919038746067568,0.0014421838784445017,0.0012371675427832736,0.26045627376417047
D8B26_002573,0.0,0.0018939393939393944,0.001893939393939394,inf
D8B26_002574,0.0022405972133881036,0.0018155119476705379,0.0024028834601521826,0.11672581910558988
D8B26_002576,0.0016222759693591967,0.0,0.00122040517451794,
D8B26_002577,0.0019593828597577437,0.0036778903139841894,0.0038396965551548315,inf
D8B26_002579,0.0016476369417545796,0.0019000819000819004,0.0025485378426554897,
D8B26_002580,0.0007816745952401706,0.0008973042850081738,0.0009432138559581576,0.13549827033958642
D8B26_002581,0.00028266675896601633,0.001029714621947631,0.0008263676167730993,0.1974372187295547
D8B26_002583,0.0018932333850696715,0.001290471252448439,0.0015724229546640641,
D8B26_002585,0.0006037605658099013,0.0007331378299120231,0.0009272037260652061,0.308382741160621
D8B26_002586,0.0019885819684407145,0.0020507690383893967,0.0023689545748369276,
D8B26_002587,0.0011270631070980385,0.0009563086486163404,0.0011221391311889049,0.4501648509071457
D8B26_002588,0.0010487583131098411,0.00048692608832700374,0.0009181109464596354,0.12466706822909489
D8B26_002589,0.0010199155419743694,0.0007846320346320341,0.0015258944486885664,0.25566103264640394
D8B26_002590,0.0015978196285101561,0.0012384716732542825,0.0019084708982407192,0.12709122978194043
D8B26_002591,0.0028172348922980376,0.0003729603729603729,0.0017798385489872961,0.40036588154578684
D8B26_002592,0.0014040898183601805,0.000344212920277829,0.0009599635539260883,0.1974152542372518
D8B26_002593,0.0007499322176649428,0.0034127684613121483,0.002725547697084699,0.13307234958770692
D8B26_002594,0.0011363784300200937,0.0009799200474779129,0.00125483136548949,
D8B26_002595,0.0010297223033182944,0.0010006859540814277,0.0011505752282755493,0.04041195790746923
D8B26_002596,0.0020002000200020045,0.0014401440144014396,0.0016413406046487,
D8B26_002597,,0.0014096978350089527,,
D8B26_002598,0.0007541478129713418,0.003846153846153842,0.0029308926367749896,0.0
D8B26_002599,0.0009056078021595306,0.0008359456635318704,0.0010695187165775401,0.2892663192039278
D8B26_002600,0.001991593494861459,0.0010325476992143652,0.001739618406285073,0.04852658217257651
D8B26_002601,0.0017986384038829162,0.0019350127783862724,0.0020187702682387303,0.7374760968959524
D8B26_002602,0.0007043085386530432,0.0006522625356706069,0.0007660354534530214,0.13337129751696203
D8B26_002603,0.0004175298292945376,0.0005658551113096567,0.0005781182251770487,0.3218283185086947
D8B26_002604,0.0019403594771242013,0.002462121212121212,0.002399918300653595,0.7353278125100843
D8B26_002605,0.0007447196843134535,0.0008017393667617881,0.0008532968833681047,
D8B26_002606,0.0002215184396794914,0.0005648720211827006,0.0003876572694391084,0.999389732244861
D8B26_002607,0.0009722897423432252,0.0010220784924342234,0.0010803219359369091,
D8B26_002608,0.0025883329670598294,0.001383700013837,0.0019860164904484004,0.5714285714284575
D8B26_002610,0.0026493651687150366,0.0024521531100478444,0.0024861619288863873,0.4365667244290947
D8B26_002611,0.0035874428729800387,0.004217388091755715,0.004112146161546023,0.3417849898579717
D8B26_002612,0.0007800478388713664,0.0003108003108003109,0.0005301887654828831,1.226049255012235
D8B26_002613,0.0013822899893313363,0.0011174946490931617,0.0013445188822402904,0.37827747674045414
D8B26_002614,0.0003395297512944582,0.0007774538386783284,0.0006028385380126076,0.2030091120999849
D8B26_002615,0.001267440197178757,0.002006172839506172,0.0020435152175348253,0.7571519304195624
D8B26_002616,0.0013462999315568276,0.0027106508119166344,0.0027515161543456407,
D8B26_002617,0.0008869149282636779,0.0011157601115760107,0.0013266432476375868,
D8B26_002619,0.0008345534254671937,0.0005307010560951016,0.0008179039805700978,1.3049700465938971
D8B26_002620,0.001523968502927191,0.0017406440382941688,0.0017786527539253695,0.6036797973094333
D8B26_002621,0.0021183202759908425,0.0016119054236463696,0.002132986407884486,0.517807786957096
D8B26_002622,0.001311287315344109,0.0014330497089117774,0.0014488554042306578,
D8B26_002623,0.0014547280289941608,0.0007041368037218656,0.0011420649827792403,1.0033031761826763
D8B26_002624,0.0008965707495119234,0.0,0.0005252100840336134,0.10094125283996656
D8B26_002625,0.001454403561515072,0.0004522840343735865,0.0010375927847394045,0.08383574017040828
D8B26_002626,,,,0.3252129357034769
D8B26_002627,0.0028245118506692833,0.0018725880938824562,0.002815208451951667,
D8B26_002628,0.00194890077243018,0.0,0.0013725490196078432,0.0
D8B26_002629,0.0013836077825412842,0.002197613529058287,0.0022521498942095508,0.25438261129031065
D8B26_002630,0.0005721350123627202,0.0006256109481915932,0.000760450807889138,0.5346129988281998
D8B26_002631,0.003473542224587666,0.0011489300588826648,0.0032630458473781585,0.22257248491919499
D8B26_002632,0.00264764227053431,0.0005472330528763934,0.0019555534095435836,0.44073782976305825
D8B26_002633,0.0012691367000532566,0.0004336748522795037,0.0008992375613442645,0.025133661982031378
D8B26_002634,0.0013775613512715093,0.001015744032503809,0.001209930391658949,0.33880641038240045
D8B26_002635,0.00010055304172951235,0.001025641025641026,0.0005530417295123177,0.0
D8B26_002636,0.001372514272411085,0.0009923799397483608,0.0023297995434218345,inf
D8B26_002637,0.0031233272529791246,0.001978973407544836,0.003229863373920997,0.616349056544729
D8B26_002638,,0.0009955821044116727,,0.08840549856262833
D8B26_002639,0.00065377537217337,0.000184212950170397,0.00041989716582958137,0.03993020233773965
D8B26_002640,0.0009268755239746359,0.000601909506019095,0.0007829096769467438,0.16845021975919058
D8B26_002641,0.0007719623282383831,0.000954426151276545,0.0008631942397574635,
D8B26_002642,0.0034628961964602006,0.0008227067050596462,0.002839144707656818,0.3195084184322842
D8B26_002643,0.0010921867433258175,0.0008407777193904365,0.0014425107930718267,0.7306929602289888
