,pi_AZ,pi_TXMXSA,DXY,PnPs
D8B26_007234,0.00035341386751839356,0.0007434944237918213,0.0007951812019163867,inf
D8B26_007235,0.003987014217193258,0.001756697408871322,0.007323878167867938,
D8B26_007236,0.000737312155997275,0.0006451065274594684,0.0007015283831892828,
D8B26_007237,0.0004526001656561192,0.0008414349877764511,0.0016922341169113048,0.22145562393824691
D8B26_007238,0.0005748766496685171,0.0014061730999085987,0.0034182413737484027,1.1930420025453665
D8B26_007239,0.0006825885317325673,0.00026523440090179705,0.0006689367610979144,
D8B26_007240,0.0019289634567025305,0.0002872325147206664,0.0015164187174223416,0.16756700602532432
D8B26_007241,0.001049958850470352,0.0006964050442311312,0.0014531504301325273,
D8B26_007242,0.0008712583643445466,0.0006622771552885913,0.0009354325072988651,0.3507474032118005
D8B26_007243,0.0009776373213232165,0.0014598540145985394,0.0022574391402214503,0.31672905269212503
D8B26_007244,0.0009968245262362834,0.000976800976800977,0.0017564135211194036,0.4704966442154715
D8B26_007245,0.0007971024013804812,0.0005658551113096567,0.000994188159963561,0.20071755815387238
D8B26_007246,0.001976626207826251,0.0008273009307135474,0.0023447566485464166,inf
D8B26_007247,0.0005245469399881194,0.0,0.00029105392156862745,0.0
D8B26_007248,0.0013246740546139178,0.000574321771329253,0.001369126204097599,0.4101723777852069
D8B26_007249,0.0009305037051984887,0.00022870211549456832,0.0017119025998049305,inf
D8B26_007250,0.0003815451385783855,0.0004053917097395359,0.0003815451385783867,inf
D8B26_007251,0.0007839836271208842,0.0005611672278338944,0.0006395655905459827,0.20176220176216242
D8B26_007252,0.0012005191678876163,0.00047412904555761687,0.001118629269889774,
D8B26_007253,9.518370454978098e-05,0.00014710208884966168,0.00012114289669972137,0.3303081268047709
D8B26_007254,0.0005234927610206844,0.00015343306482546994,0.0003610189760599292,0.09884695784487552
D8B26_007255,0.0007916274740055815,0.00023132084200786496,0.000901470928413003,0.12065959458037795
D8B26_007256,0.00015778975993767293,0.0,8.136034496786266e-05,0.0
D8B26_007257,0.0006120837708267192,0.00016604400166044003,0.00042731912192025005,
D8B26_007258,0.00035015270239276337,0.0,0.00017507002801120448,0.07375947487691044
D8B26_007259,0.0009472051939770735,0.0004375461936437542,0.0008460501717316638,
D8B26_007260,0.0017497772019803464,0.0009158249158249164,0.0018003565062388591,0.45891035885507
D8B26_007261,0.0004970741981499579,0.0004559210784891718,0.000643884484580296,0.43912378074439606
D8B26_007262,0.0007223329022637021,0.0003697101736317421,0.0005475749420386099,1.5351309671235394
D8B26_007263,7.130124777183605e-05,0.0006170798898071628,0.0008070004861448712,inf
D8B26_007264,0.0011550357894503029,0.0015859529878221466,0.002715444716544222,0.0
D8B26_007265,0.00029708853238264983,0.0,0.00014854426619132502,0.0
D8B26_007266,0.0007812507572607417,0.0005536605862870136,0.0009363377562206849,0.17972133506471955
D8B26_007267,0.0016451492140033533,0.00140129619898406,0.002024666934561528,0.32241206030144864
D8B26_007268,0.0004437836998247043,0.00036464227335596594,0.0005380877360374553,0.22764093278726363
D8B26_007269,0.0011237779726525673,0.0007950891552177725,0.0011870167535005817,
D8B26_007270,0.0016458771681266567,0.0008609203648662497,0.0016870743377806181,0.31178259161725685
D8B26_007271,0.0005115642108407126,0.00032409658078107266,0.00042418523072816877,
D8B26_007272,0.0010111912432473596,0.0004670558798999166,0.0008806358239709562,0.33067651128379505
D8B26_007273,0.0018951373315699701,0.0002443792766373412,0.0013548674601805532,
D8B26_007274,0.0012192852613655664,0.00034602956517314215,0.0012212808182581482,0.2454779381714965
D8B26_007275,0.0005979376790992561,0.0014576141158419644,0.0018445813308062004,0.16588124410930571
D8B26_007276,0.0016531539301937754,0.0004189359028068707,0.0013399788067719757,0.23358475822778416
D8B26_007277,0.00042068361335809997,0.0008277900960827787,0.0006391026477109691,0.36451102715046063
D8B26_007278,0.0014302523021425483,0.0004790992933285425,0.0009828581091078186,0.1618942164082788
D8B26_007279,0.000745601690688862,0.000419709560983799,0.001515892179082663,0.3317397799809352
D8B26_007280,0.0008839601414336159,0.001192250372578242,0.0016875602700096432,0.24072667679266013
D8B26_007281,0.0007567164105812569,0.00019033308289506646,0.0006121005877933442,
D8B26_007282,8.996510427491524e-05,0.0007784264664998611,0.00046198629576935026,0.9240633643448185
D8B26_007283,0.0004036775478176474,0.0,0.000224517287831163,
D8B26_007285,0.0011002442225882226,0.0006452356262242192,0.0012504829100668958,
D8B26_007286,0.0022086541384016127,0.0019063180827886704,0.0021468516002653946,0.61936194449251
D8B26_007287,,,,inf
D8B26_007288,0.001257177003486415,0.0007024629341826567,0.0016379039168682409,0.6822257723397193
D8B26_007289,0.0003886979645582793,0.0,0.00019777363394925693,0.48815723585371185
D8B26_007290,0.0013314938083081277,0.0007951622064080718,0.0012631994764428773,0.6219936053280384
D8B26_007291,0.0010357951534422124,0.0009609609609609612,0.001145798204621734,0.85660673603825
D8B26_007292,0.0009835915718268682,0.0009696969696969691,0.0012614836144247909,0.7983572089184482
D8B26_007293,0.001151474173786548,0.0,0.0006085192697768763,0.10727141828652943
D8B26_007294,0.00024026832127121335,0.00011039355301650383,0.00017533093714385903,0.0
D8B26_007295,0.0,0.0,0.0,inf
D8B26_007296,0.0008680151902658301,0.0005270092226613966,0.0006820119352088661,inf
D8B26_007297,0.0004919757902801634,0.0002731945792444012,0.0005434288457106125,0.41849416416150714
D8B26_007298,0.0018167636177803114,0.0015962090036164107,0.0024610667312192367,
D8B26_007299,8.95335303071e-05,0.0,4.476676515355e-05,0.0
D8B26_007300,0.0005196796370293094,0.0005760333363973405,0.0009092891683744,0.11429480468556703
D8B26_007301,0.0011601877223972473,0.0008755728846022293,0.0012503872880980835,0.6989581592085571
D8B26_007302,0.0009275764177724976,0.00033670033670033666,0.0007031095266389385,0.14222781623661046
D8B26_007303,0.0012963863231242924,0.000314836678473042,0.0009491399865731416,
D8B26_007304,0.0016090357840543793,0.001043548063415613,0.0015528733522854712,0.2780639787368164
D8B26_007305,0.0015374086428250593,0.0006000600060005999,0.0010942270697658,0.08065693430655684
D8B26_007306,0.0012149095290731958,0.0006545905987246766,0.0010223828823894548,0.29511536457092735
D8B26_007307,0.0006606584146691093,0.0,0.0003427944604415193,
D8B26_007308,0.0003559586102280603,0.0,0.00018071744826963042,
D8B26_007309,0.0006461230836010733,0.0005516240246779171,0.0007621121393576484,0.6026485000840087
D8B26_007310,0.0004525741194240369,0.0002832058906825262,0.0003706665333933063,
D8B26_007311,0.002029548625715186,0.0014527295426171839,0.0025636403693244407,
D8B26_007312,0.0012608531878308806,0.00028936580660718597,0.0009598244892362539,0.4455988991449282
D8B26_007313,0.0006256566443555164,0.0,0.0003246331645240878,
D8B26_007314,0.0018843901196842266,0.001077441077441077,0.0016665251959369607,0.2862478413942938
D8B26_007315,0.0023837817955464947,0.00137085137085137,0.0018780239368474663,0.0
D8B26_007316,9.659036028204383e-05,0.00029855202268995375,0.00018879024964217663,inf
D8B26_007317,0.0,0.0005664117813650524,0.0002832058906825262,inf
D8B26_007318,0.000536850985505026,0.0006795464422583064,0.0009516903833952687,0.3202879448443077
D8B26_007319,0.0008778601340046358,0.000505050505050505,0.0006643229682445369,0.5885205467997489
D8B26_007320,0.0006753955124670303,0.0009737664413923404,0.0017355099877317398,0.8249152472298631
D8B26_007321,0.0002561563345877065,0.0007811447811447813,0.0012755000990295109,0.0
D8B26_007322,0.0012325537416929943,0.0010500485076756266,0.002132491414644954,0.39168091728891935
D8B26_007323,0.0008273351534706707,0.00046029919447640954,0.0009386493377558158,
D8B26_007324,0.0008070640344940407,0.0016853022200615786,0.0028501434603982576,0.3227973133148365
D8B26_007325,0.0013162007586317629,0.00040212552060893295,0.0014336281690616789,0.27497371188218944
D8B26_007326,0.002298263534218567,0.0017705141300646916,0.003267139337859761,0.17162296767556742
D8B26_007327,0.0006932065755595183,0.0002269889910339348,0.0005090561931275745,0.10439613526567973
D8B26_007328,0.002490545921002185,0.0018125177003681676,0.003019474569776934,
D8B26_007329,0.0017083159747121935,0.00037153140601416465,0.0014994018779394011,0.19119318158176438
D8B26_007330,0.002712518470192079,0.0004917122130109547,0.002740464403750408,0.39064776371062265
D8B26_007331,0.0009480619342211013,0.0,0.0005046136101499423,0.16068515497550004
D8B26_007332,0.0012735747443973354,0.0012072920439454304,0.0015268693496956914,0.19766657024389933
D8B26_007333,0.011676005765507704,0.007771494852834565,0.01781251865687554,1.121814491445976
D8B26_007334,0.007573422152681003,0.006900391190421402,0.016090527119938886,inf
D8B26_007335,0.0017045822229281762,0.0008700870087008699,0.002014172005435838,0.3024164589581567
D8B26_007336,0.00910910475712006,0.004533136240453313,0.010340130139269307,0.43940154175971396
D8B26_007337,0.015381561581457481,0.008769106999195492,0.017992917199059832,0.3974871779898712
D8B26_007338,0.002049244091198037,0.00015113730824454014,0.0012547302218984845,0.5653558984568534
D8B26_007339,0.00375292719583376,0.0016339869281045746,0.002978875479954151,0.2324043443360299
D8B26_007340,0.0026180979567328178,0.0011649677553567713,0.0028226809758644463,0.6557150108438743
D8B26_007341,0.0019554633250858052,0.0012211668928086834,0.0027203554420411314,0.14251336898392158
D8B26_007342,0.0040834945017581515,0.002472315220190575,0.004277064933622174,0.15720526681876956
D8B26_007343,0.001653237345580055,0.000750249106148526,0.0018575216265510953,0.18399124380963489
D8B26_007344,0.0016991754190230632,0.0002180074122520165,0.0011637748624629708,0.13272543059774447
D8B26_007345,0.0005128686243237319,0.00042530568846358313,0.0004440691747193295,0.6325371461459698
D8B26_007346,0.0002491710271596412,0.00019550342130987298,0.00022425392444367777,0.15729142046794442
D8B26_007347,0.00016072002571520432,0.0001655903295247558,0.00016315517761997993,0.6051057179841753
D8B26_007348,0.0009726352147406907,0.0007611254454838794,0.0022337195219705305,0.7097895270697057
D8B26_007351,0.001188354129530596,0.001315480385247827,0.0029294311100056653,0.5068315343625274
D8B26_007352,0.0004325341484595425,0.0003411222923418044,0.0013143241263757763,0.3560963626245721
D8B26_007353,0.002097862004982758,0.0005316321105794789,0.0017082590612002378,0.8475662650601257
D8B26_007354,0.0011883541295306056,0.00032010243277848916,0.0009634455574803545,0.1771444103599282
D8B26_007355,0.0003738816517191561,0.001012738349552971,0.0012635958727188954,inf
D8B26_007356,0.0005584754385562282,0.00026011184809468074,0.0017710556715858407,0.10550651534255642
D8B26_007357,0.0005026394701934802,0.0003001125422033263,0.00041804892520969875,0.43343244530193803
D8B26_007358,0.0008373298814475259,0.0005772005772005771,0.0015769565401918342,0.1712981687274593
D8B26_007359,0.0007190615709885491,0.00017913121361397223,0.0004902692529467378,0.43148679749993313
D8B26_007361,4.357298474945533e-05,0.0004579124579124577,0.0006278470984353337,0.0
D8B26_007362,0.00036862543111501606,0.00034337711391535763,0.0003661005993950503,0.1529424601731003
D8B26_007363,0.00034455238075147964,0.00042236965313888393,0.0006035526397517348,0.13947129739709666
D8B26_007364,3.875067813686737e-05,0.00011953858107704264,7.91064139480429e-05,
D8B26_007365,0.00037495894273388005,0.0003162055335968381,0.0005712957119606736,0.20203223935612039
D8B26_007366,0.000752483565146824,0.0008181279939716883,0.0025376532011157442,0.6500548974283921
D8B26_007367,0.00037539093626645035,0.00042283298097251594,0.0011848996117121973,inf
D8B26_007368,0.0006066860556024653,0.0,0.00030959752321981426,0.0
D8B26_007369,0.000144990575612585,0.00014499057561258516,0.000894108549610942,inf
D8B26_007370,,0.00031258140140661637,,
D8B26_007371,0.0,0.0008264462809917357,0.0004591368227731864,inf
D8B26_007372,0.00022505415365572262,8.695274118516589e-05,0.00015600344742044462,0.19052255841428622
D8B26_007373,0.0007036307345904906,0.00039630757334106634,0.0012843037751565755,0.31474579002769154
D8B26_007374,0.0005530903528400361,0.0005802707930367503,0.001313194523457352,0.3993887961274424
D8B26_007375,0.000978764274493522,0.00195152018757755,0.0027704764494395602,1.2748220703258204
D8B26_007376,0.00039502831565121075,0.0005220746793780503,0.0004856896793446694,0.043695294934638224
D8B26_007377,0.000637484431001839,0.0006184291898577614,0.0008964624810963346,0.4380220158776546
D8B26_007379,,0.0001893939393939394,,0.29999519755205983
D8B26_007380,0.00025278585650102657,0.0006379585326953748,0.0011922631891672138,0.31594202898545626
D8B26_007381,0.002239953220345374,0.0,0.0019452225334578275,0.0
D8B26_007382,0.00032730092550630857,0.0,0.00016616816218012627,0.0
D8B26_007383,0.00040503962072589234,0.0006370006370006374,0.0017477370418546888,2.841102249693137
D8B26_007384,,8.452728118000082e-05,,0.2037620674992205
D8B26_007385,0.002881198219711016,0.0020583190394511145,0.002497778820847233,inf
D8B26_007386,0.0008047122451939553,0.0009544261512765453,0.0013287109164830332,0.1527214667575355
D8B26_007387,0.0016171683227209446,0.0011351811559928097,0.0015886971570389578,0.5301549625308546
D8B26_007388,0.00019654712066027681,0.0,9.978546125829467e-05,0.0
D8B26_007389,0.0019434541493365037,0.0010101010101010103,0.0015844721727074668,
D8B26_007390,0.0006820730802631276,0.0,0.0003480682213713888,1.0442649604026741
D8B26_007392,0.0007513021935735859,0.0010269576379974329,0.0010674593095494705,0.33809213336627325
D8B26_007393,0.0013907729409024263,0.0010164538466425257,0.001310739657021566,0.27082250378242184
D8B26_007394,0.001822308738380598,0.0014200583238240137,0.0018720306684864893,0.08937595355932079
D8B26_007395,0.001721589956884076,0.0012714558169103622,0.001743057892790513,0.6170419787335596
D8B26_007396,0.0015176272529213667,0.000707070707070707,0.0011994949494949494,0.4299620862792656
D8B26_007397,0.0006218438460514864,0.0005106497345965197,0.0007470030947271067,
D8B26_007398,0.001002063469528338,0.0005976324560395362,0.0010298568341254443,0.3171114428619139
D8B26_007399,0.001028284877169253,0.00036572622779519306,0.0007011033253426762,0.15518564934491083
D8B26_007400,0.0,0.0,0.0,inf
D8B26_007401,0.0007340649051878964,0.0006781097690188596,0.0010470812609850043,0.04402881886324605
D8B26_007402,0.0006915361982690064,0.0,0.0005433498700685094,0.2294467374734907
D8B26_007403,0.0036099059406495644,0.0,0.003329633740288568,0.26235620785395825
D8B26_007404,0.0006383720530536301,0.0,0.00032409658078107277,0.6211721036475472
D8B26_007405,0.0009036442859972293,0.001683501683501682,0.0019496434937611407,0.13464299699775473
D8B26_007407,0.0007641244832895654,0.0,0.000421674045962471,
D8B26_007408,0.00045841553958153613,0.0005395198273536554,0.0014334301295376526,0.06199498006038097
D8B26_007409,0.0013151119033471955,0.000484848484848485,0.002448009506833036,0.0
D8B26_007410,0.0008942364824717725,0.0005858585858585858,0.001989007724301842,0.0672916770321574
D8B26_007411,0.00025845370081719287,0.0007609729582823754,0.0010831075194040112,0.0
D8B26_007412,0.0008972153007337219,0.00022656471254602087,0.0009150644114910195,0.4555744482825703
D8B26_007413,0.0012210044986803328,0.00021265284423179157,0.0012555899552803577,0.9027690381455906
D8B26_007414,0.0007195872681170747,0.0,0.0003592276605298608,
D8B26_007415,0.00022155754957350123,0.0006505735319294642,0.0007955930189230289,0.933648943918251
D8B26_007416,0.0014979415322076792,0.0007453172501716187,0.002523810347910862,
D8B26_007417,0.002055268207630794,0.0009935419771485345,0.0015925893457233863,0.0
D8B26_007418,0.0005495279211702218,0.0005254860746190223,0.0005460933716629058,
D8B26_007419,0.0005380603419819098,0.0006734006734006732,0.002114280055456526,0.11008030567967153
D8B26_007420,0.0003619699360064468,0.0,0.0001878145894373075,
D8B26_007421,0.0006398829928241702,0.0,0.0003351768057650411,
D8B26_007422,0.00047669205423216213,0.0,0.00024509803921568627,0.12651867384581778
D8B26_007423,0.0010992275698158028,0.0014646464646464643,0.0024732620320855616,0.9532960350277987
D8B26_007424,0.0006425278204876103,0.00021919009260781407,0.0005769856849529225,0.23768165658325727
D8B26_007425,0.0009452816939447995,0.0011019283746556475,0.0017788482786052062,0.07810706436139778
D8B26_007427,7.570595805889923e-05,0.000702000702000702,0.0003888533300298006,inf
D8B26_007428,0.0006042674175796479,0.0007586064728921873,0.0013907129399187825,0.3147348112726574
D8B26_007429,0.001622103386809264,0.0006060606060606061,0.0013814616755793226,inf
D8B26_007430,0.0009232836816069498,0.001038961038961038,0.0010518892871834047,0.982071542877535
D8B26_007431,0.001116089351383462,0.000273000273000273,0.0007507507507507507,0.22651380378201122
D8B26_007432,0.0005248403862207447,0.0002236386000223639,0.0004253518471013587,
D8B26_007433,0.0008236356873372674,0.00024636610002463666,0.0005615697868208628,0.3477752808988279
D8B26_007434,0.0007171068429398439,9.87069390978186e-05,0.0004482925711102277,2.2084975745694946
D8B26_007435,0.00010954102311315584,0.0,5.477051155657794e-05,inf
D8B26_007436,0.001013023192386742,0.0,0.0006428801028608164,0.0
D8B26_007437,0.0006564180747893105,0.0006544930950978467,0.0009942520106412877,0.2790295804229746
D8B26_007438,0.0006297831810059186,0.0,0.00033046926635822867,0.07397707371436173
D8B26_007439,0.0015271157139669204,0.0009324009324009319,0.0014115066018180204,0.5917902899527023
D8B26_007440,0.0019382977923669779,0.0014260249554367197,0.002027706332611686,0.6060070999757183
D8B26_007441,0.0005581203967292082,0.0002244668911335577,0.0003989648874296779,0.4728495915424372
D8B26_007442,0.002563500450080238,0.0013064779531845399,0.0020627194808244473,0.2516827491914429
D8B26_007443,0.0007284038113237318,0.0001825483753194597,0.0005986512896505809,0.4824436829829846
D8B26_007444,0.0021958717610891586,0.0031620553359683785,0.005773851042393242,inf
D8B26_007446,0.0010737818704054593,0.0008696833808941432,0.0014228275900657857,1.0058640098843215
D8B26_007447,0.001645535918167124,0.0016472416472416475,0.0051144933497874676,0.6280638337902822
D8B26_007448,0.0015247087272905171,0.001027733696062874,0.002424864754335196,
D8B26_007449,0.0007421150278293099,0.001434755720470005,0.0019644221324893593,0.2932862190812103
D8B26_007450,0.0009955908037065618,0.0015556635877491496,0.0020907406877837833,0.49514099648373355
D8B26_007451,0.001357483181673535,0.001339235047100216,0.002256537616749117,0.2772777369580716
D8B26_007452,0.00039215686274509754,0.0016969696969696961,0.001408199643493761,inf
D8B26_007453,0.0010326511035228321,0.0005111354508944868,0.0009530099005648262,1.309325365623382
D8B26_007454,0.001289404650749184,0.0016491445062873644,0.0020796197266785502,0.38846170862268514
D8B26_007455,0.0010913648463755632,0.0007875906449599002,0.0010409869177464965,0.2564808498196706
D8B26_007456,0.002052474581587752,0.0008306414397784958,0.002268608601566431,0.6408959782792124
D8B26_007457,0.0022268257562375287,0.0018928018928018916,0.0023017670076493604,0.2568582755202783
D8B26_007458,0.0023211392545066413,0.0008384271211342027,0.002303615048713088,
D8B26_007459,0.008685341264843334,0.0013919843597262952,0.008438847679834396,1.0050681150478529
D8B26_007460,0.0014427559543047364,0.0004179728317659352,0.002040690884504272,
D8B26_007461,0.00046479980066317796,0.0004887585532746824,0.0004815709274912311,0.3148186962900285
D8B26_007462,0.001166840822013227,0.0008986415882967609,0.0016519146843690454,0.18529678707565989
D8B26_007463,0.0005941770647653003,0.0002849814762040467,0.0006025457558183324,0.19048603929675598
D8B26_007464,0.0028736563495921686,0.0,0.0024582967515364355,
D8B26_007465,0.0012345038044638253,0.0009918883705291467,0.0026379483832367897,
D8B26_007466,0.0015096399179444118,0.0012614836144247907,0.0017240544922205823,
D8B26_007467,0.001282406416560552,0.0007513148009015774,0.0015406863972736602,
D8B26_007468,0.0054903334795496275,0.0011169717654359295,0.0034923060133144166,
D8B26_007469,0.0018197226052051986,0.0008128979813033462,0.0016882244023473094,0.06319312459587077
D8B26_007470,,0.0009469696969696967,,0.06721482943052146
D8B26_007471,0.0017112606260051573,0.0012462937836072163,0.0020190195782820893,0.2167108459029032
D8B26_007472,0.0011399908800729611,0.0004228329809725161,0.00089126559714795,0.16181978687177664
D8B26_007473,0.0,0.0,0.0,inf
D8B26_007474,0.003723509605862536,0.0,0.00261437908496732,
D8B26_007475,0.0015950110931222524,0.0009563525159855435,0.0015323226872066592,0.23083351306336652
D8B26_007476,0.0006860821503225235,0.0006830898917229851,0.0012107960690271313,
D8B26_007477,0.0021957654492149713,0.0,0.0016138142499798273,0.7042068361086186
D8B26_007478,0.00271623801035567,0.000410888546481767,0.0021752923049034715,0.40349782827955866
D8B26_007479,0.0,0.0,0.0,inf
D8B26_007480,0.0011906306700086354,0.0014861256240566595,0.0013283613689293202,
D8B26_007481,0.0009992977907416392,0.0008264462809917354,0.0013195360788943677,0.31626251110343767
D8B26_007482,0.0018663795887645552,0.0008235580461235136,0.001614367874079306,0.3722334004023382
D8B26_007483,0.0008001321270815204,0.0005503540387261315,0.0006987996044083596,0.3730250330573349
D8B26_007484,0.001084289219882439,0.0005307310392056156,0.001002044371934701,0.43995520120554177
D8B26_007485,0.0010761303500946896,0.00042592839078929855,0.0008364586350978566,0.39491256881147585
D8B26_007486,0.003286813616799288,0.0021387618686386804,0.003167021442292716,0.42597405386821935
D8B26_007487,0.0017432106532452505,0.0021390374331550803,0.002850739226171752,0.4994374075740207
D8B26_007488,0.0005473046281016816,0.0002531111579835477,0.0004363272412951681,0.21237932992614067
D8B26_007489,0.0017036363143270586,0.0013579781214635986,0.0016013195168674789,
D8B26_007490,0.002764493332860916,0.0,0.00148830616583983,0.0
D8B26_007491,0.0004623383847413902,0.0011789628810905406,0.001078187561291441,0.0
D8B26_007492,0.0002240896358543419,0.0,0.00011204481792717087,0.0
D8B26_007493,0.003470790233671229,,,0.24181127425809693
D8B26_007494,0.0006313815218592585,,,0.2403030882036415
D8B26_007495,0.0018317270830106435,,,
D8B26_007496,0.002019179461607395,,,0.5028100978702853
D8B26_007497,0.004166181446025313,,,0.45976338888173984
D8B26_007498,0.0005824111822947002,,,inf
D8B26_007499,0.001645850190319161,,,0.5105107110376479
D8B26_007500,0.0020488864302251747,0.0008359456635318706,0.0019259532444116623,0.06629716478361511
D8B26_007501,0.002737522730414157,0.0025633983337910843,0.0029915289378591317,0.04187061076824077
D8B26_007502,,0.0017170051408438938,,0.46655798406994514
D8B26_007504,0.002709303590321673,0.0022555356897263107,0.0033115708117932912,0.6760440094825654
D8B26_007505,0.0003249918752031195,0.00033484011384563874,0.0003200677558818605,0.14567556795533387
D8B26_007506,0.0026968144615203394,0.002467922467922468,0.0037561625796919914,0.3757110720516969
D8B26_007507,,0.003858460380199512,,0.41551423107824825
D8B26_007508,,0.025178826895565096,,0.4069020866772629
D8B26_007509,0.0026858735610528965,0.0043360433604336035,0.004014318218048491,0.40731434456789817
D8B26_007510,0.0010662425523106677,0.001488569909622541,0.001581493841555761,0.0
D8B26_007511,0.0015479033237079801,0.0005554194233439523,0.0012384027367379198,0.8421478995485141
D8B26_007512,0.00033673864598884396,0.000914366098118516,0.0006981867830656088,0.4412077074798255
D8B26_007513,0.0025566351167013923,0.001138141983212405,0.00364247278083235,0.10016973390532706
D8B26_007514,0.002922808756345482,0.0015088645794039976,0.0029271233200937863,
D8B26_007515,0.0009540571797020072,0.0005353216709683588,0.0008968887239438362,0.12508654511883702
D8B26_007516,0.001468937743447539,0.0015873015873015873,0.001870950400362165,0.15898483080510217
D8B26_007517,0.00034638124851788725,0.00027177605652941976,0.00031174312366609913,0.1576185866408197
D8B26_007518,0.0024121228467909608,0.0028949856499745634,0.003005312925229028,inf
D8B26_007519,,0.0017048841238210253,,0.3607801225249318
D8B26_007520,0.0026764612625862754,0.002935181410517733,0.0031154328833041573,0.5488610554761052
D8B26_007521,0.0026162456097780853,0.003236554021894337,0.0030719887510771405,
D8B26_007522,0.00300151300757728,0.0009372071227741334,0.0021684400095558372,0.4382767372657765
D8B26_007523,0.0051733612105128845,0.006379585326953748,0.005562033425810515,0.08745832912414081
D8B26_007524,,,,0.9513492968450149
D8B26_007525,0.0006787528048422167,0.0010157440325038087,0.0008672422656884366,
D8B26_007526,0.001839537111948651,0.0015207424801520744,0.0017759535884128894,0.1413518024886958
D8B26_007527,0.0032879932990920726,0.002459347347054712,0.002848431356816176,0.10951006391149076
D8B26_007528,,0.003129657228017886,,0.2885390036619372
D8B26_007529,,0.0027315407597097744,,0.36169292488019017
D8B26_007530,,0.001280217909431392,,0.2217879824132445
D8B26_007531,0.0023686674870927746,0.0027685492801771865,0.0026840976046194733,0.4231095246467305
D8B26_007532,0.0014103661374844346,0.0014221638770375228,0.0014559483130304961,0.16282021151584544
D8B26_007534,0.004511659660825333,,,
D8B26_007535,0.000563706446059387,0.00048346715013381696,0.00056624566428488,0.33644463300800265
D8B26_007536,0.0008899905390690535,0.0007543243594745735,0.0012508319753964793,0.18495874743008253
D8B26_007537,0.0013274168468160976,0.0009284332688588011,0.0013918913793757347,inf
D8B26_007538,0.0008314578268173154,0.0006918500069185004,0.0010364842454394694,
D8B26_007539,0.0014974543276430167,0.0003267173078493833,0.001035405585905031,
D8B26_007540,0.000302246319403182,0.0010311447811447814,0.0007862290969641362,0.25395228349927557
D8B26_007541,0.00120907028709769,0.0019401623205109735,0.001858804319883839,0.8563919323972188
D8B26_007542,0.0006081030897207368,0.002525252525252525,0.002262979055258467,
D8B26_007543,0.0008823529411764676,0.0,0.0006372549019607843,0.28157423971369533
D8B26_007544,0.0007372701652248269,0.0006950236308034471,0.0008687795385043091,0.27053530704477
D8B26_007545,0.0006047308314574056,0.0,0.00033086058579737403,0.3465610122775843
D8B26_007546,0.0010882569151159614,0.0010618312505104963,0.001267230734489336,0.9337032485982573
D8B26_007547,0.0018766735344275377,0.00015741833923652105,0.0014028751996666435,0.41325339801377187
D8B26_007548,0.0011012558850971397,0.0010952902519167573,0.0016053518888387776,0.589658496634317
D8B26_007549,0.0012018581537297998,0.001652892561983472,0.002001296386323124,0.30590848858049663
D8B26_007550,0.0,0.0,0.0,inf
D8B26_007551,0.00032499187520311946,0.0,0.00016249593760155997,0.33732839398555564
D8B26_007552,0.0008615567439096877,0.0013494829093950798,0.0015396613190730838,0.5159049983887312
D8B26_007553,0.0013186017115772814,0.0006073258682862023,0.0013043365002102568,
D8B26_007554,0.0013845275308144668,0.0005915992900808523,0.0012919971494950782,0.4461888318031686
D8B26_007555,0.001160806081620482,0.0035715902825120766,0.003456883412126379,0.2843281628118787
D8B26_007556,0.0006848911204546627,9.252833680314598e-05,0.00048008660599169846,0.08045683770420368
D8B26_007557,0.0008849145358856134,0.0005758295544518826,0.0008785634746232762,0.4233042883990277
D8B26_007558,0.0007538900727755145,0.0007746639325586694,0.0009934595847908541,
D8B26_007559,0.0008621658092380252,0.0007454959618968729,0.0009481116944603478,0.14430470643380003
D8B26_007560,0.00034138173175606365,0.0008154269972451788,0.0007292173067574137,1.3113074819391388
D8B26_007561,0.0008657579958827801,0.0015610651974288332,0.0015056986982120671,0.5275665399238774
D8B26_007562,0.0008654940618087254,0.0003504928806133628,0.0006711337327921311,0.30083314266773836
D8B26_007563,0.0017673252060589424,0.0008478568064060293,0.0012392408302913562,0.3434402332360952
D8B26_007564,0.0031367919068453825,0.0011806375442739085,0.002957381299627289,0.40708663089484803
D8B26_007565,0.0007185636129255167,0.0006291286568103174,0.0008280443350665211,
D8B26_007566,0.0006035077050011518,0.0,0.00030165912518853697,inf
D8B26_007567,0.001063066793904591,0.0005968778696051423,0.0010139271502907867,0.890048233093665
D8B26_007568,0.0017076803173059845,0.00141676505312869,0.001654050049771975,0.1069906869431755
D8B26_007569,0.0012150787351422252,0.0012175730316659843,0.0013682998073155936,0.7507699059464955
D8B26_007570,0.00047237076648841436,0.00030303030303030303,0.0003966131907308378,0.1324283904201741
D8B26_007571,0.0020369911293167857,0.0007759716368987888,0.0015405319261961256,0.9247838671230401
D8B26_007573,0.0005046240621810566,0.00014499057561258516,0.0003304932238228045,0.10840395480224388
D8B26_007574,0.0010862479737408371,0.00045961787388704617,0.0008180892043096322,
D8B26_007575,,,,0.35871156661777653
D8B26_007576,0.0011524759857082447,0.0002677734636497523,0.0008728889868974769,0.10620447698583595
D8B26_007577,0.0003850907748484573,0.00026329675328705214,0.00037335263839658703,0.1641001124385995
